Time,Res_Freq,Amplitude,Phase,Sample_number,Peak,Before_compression,After_compression,Compression_ratio,Compression_time
699.099987,3832.893312,5.52,-1.07,6,1,13.99,11.2,1.249107142857143,165.1504460000001
143.849228,3832.920693,5.734,-6.8,2,1,14.5,11.8,1.2288135593220337,71.49309
143.749222,3832.987586,5.822,-7.18,2,1,14.5,11.8,1.2288135593220337,71.49309
160.000151,3833.066741,4.468,65.51,11,0,14.33,11.3,1.2681415929203539,188.85680300000013
143.649217,3833.181558,5.44,-8.16,2,1,14.5,11.8,1.2288135593220337,71.49309
143.949234,3833.211829,6.008,-5.73,2,1,14.5,11.8,1.2288135593220337,71.49309
144.449262,3833.391309,6.034,-3.72,2,1,14.5,11.8,1.2288135593220337,71.49309
143.549211,3833.703236,5.956,-8.11,2,1,14.5,11.8,1.2288135593220337,71.49309
111.650386,3833.907871,4.372,7.96,7,1,14.33,11.3,1.2681415929203539,2245.699446
143.349199,3833.987368,6.034,-6.62,2,1,14.5,11.8,1.2288135593220337,71.49309
143.149188,3833.994059,6.726,-2.6,2,1,14.5,11.8,1.2288135593220337,71.49309
143.249194,3833.994059,6.726,-2.6,2,1,14.5,11.8,1.2288135593220337,71.49309
700.800084,3834.000332,5.652,-3.49,6,1,13.99,11.2,1.249107142857143,165.1504460000001
785.099905,3834.043668,19.422,-15.21,6,1,13.99,11.2,1.249107142857143,165.1504460000001
604.150556,3834.054323,2.382,-34.94,8,1,13.99,11.2,1.249107142857143,70.40002600000003
143.449205,3834.208263,5.854,-5.94,2,1,14.5,11.8,1.2288135593220337,71.49309
784.400866,3834.287812,19.406,3.77,6,1,13.99,11.2,1.249107142857143,165.1504460000001
785.299917,3834.493485,19.6,-8.74,6,1,13.99,11.2,1.249107142857143,165.1504460000001
784.500871,3834.649399,19.96,-6.52,6,1,13.99,11.2,1.249107142857143,165.1504460000001
785.199911,3834.874853,19.394,-5.12,6,1,13.99,11.2,1.249107142857143,165.1504460000001
785.399922,3835.130029,19.622,-5.7,6,1,13.99,11.2,1.249107142857143,165.1504460000001
922.850784,3835.482115,5.858,62.47,9,1,12.8,10.3,1.2427184466019416,1032.556058
701.800141,3836.076253,6.042,5.59,6,1,13.99,11.2,1.249107142857143,165.1504460000001
701.700135,3836.076253,6.042,5.59,6,1,13.99,11.2,1.249107142857143,165.1504460000001
784.999899,3836.598104,19.456,-14.53,6,1,13.99,11.2,1.249107142857143,165.1504460000001
785.799945,3836.757225,14.498,-9.17,6,1,13.99,11.2,1.249107142857143,165.1504460000001
768.499956,3836.772814,2.63,-37.05,6,1,13.99,11.2,1.249107142857143,165.1504460000001
